date,base_rate,usdkrw,bond3y,usdkrw_return_1d,bond3y_change_1d,base_rate_change,usdkrw_return_5d,usdkrw_return_20d,bond3y_change_5d,bond3y_change_20d,rate_spread_3y
2018-04-13,1.5,1069.5,2.155,0.0,-0.001000000000000334,0.0,-9.349289453997045e-05,0.003095104108047142,-0.001000000000000334,-0.121,0.6549999999999998
2018-04-16,1.5,1074.0,2.169,0.004207573632538653,0.014000000000000234,0.0,0.00646612313747541,0.002239641657334923,0.002000000000000224,-0.10599999999999987,0.669
2018-04-17,1.5,1067.0,2.178,-0.0065176908752327956,0.008999999999999897,0.0,0.0005626406601648704,-0.0014972861688189454,-0.007000000000000117,-0.1080000000000001,0.6779999999999999
2018-04-18,1.5,1068.7,2.196,0.0015932521087160811,0.018000000000000238,0.0,0.002250773703460718,-0.0033572694208708898,0.03100000000000014,-0.09499999999999975,0.6960000000000002
2018-04-19,1.5,1061.5,2.195,-0.006737157293908558,-0.001000000000000334,0.0,-0.007480130902290827,-0.010440943413815629,0.0389999999999997,-0.06099999999999994,0.6949999999999998
2018-04-20,1.5,1067.3,2.2,0.005463966085727634,0.0050000000000003375,0.0,-0.002057035998130008,-0.013768249861393578,0.04500000000000037,-0.022999999999999687,0.7000000000000002
2018-04-23,1.5,1069.0,2.235,0.001592804272463333,0.0349999999999997,0.0,-0.004655493482309092,-0.011192304134677533,0.06599999999999984,-0.009000000000000341,0.7349999999999999
2018-04-24,1.5,1076.8,2.227,0.007296538821328191,-0.008000000000000007,0.0,0.009184629803186573,0.006073063627020536,0.04899999999999993,-0.0050000000000003375,0.7269999999999999
2018-04-25,1.5,1080.6,2.246,0.0035289747399702698,0.019000000000000128,0.0,0.011135023860765259,0.00915203586103841,0.04999999999999982,0.02400000000000002,0.746
2018-04-26,1.5,1080.9,2.234,0.0002776235424766238,-0.01200000000000001,0.0,0.018276024493641074,0.01407261469180976,0.039000000000000146,0.007000000000000117,0.734
2018-04-27,1.5,1076.6,2.201,-0.003978166342862632,-0.03299999999999992,0.0,0.008713576314063554,0.012317818523742252,0.0009999999999998899,-0.015000000000000124,0.7010000000000001
2018-04-30,1.5,1068.0,2.216,-0.007988110718929908,0.015000000000000124,0.0,-0.00093545369504211,0.010789324247586718,-0.018999999999999684,-0.008999999999999897,0.7160000000000002
2018-05-02,1.5,1076.1,2.237,0.007584269662921361,0.020999999999999908,0.0,-0.0006500742942050497,0.0207740466704609,0.010000000000000231,0.04400000000000004,0.7370000000000001
2018-05-03,1.5,1076.3,2.246,0.00018585633305456817,0.008999999999999897,0.0,-0.003979270775495092,0.015568975278354324,0.0,0.07799999999999985,0.746
2018-05-04,1.5,1077.2,2.28,0.0008361980860356333,0.03399999999999981,0.0,-0.0034230733647886424,0.016514107766348873,0.04599999999999982,0.10499999999999998,0.7799999999999998
2018-05-08,1.5,1076.5,2.311,-0.0006498329001114467,0.03100000000000014,0.0,-9.28850083595778e-05,0.00645100972326107,0.10999999999999988,0.1549999999999998,0.8109999999999999
2018-05-09,1.5,1080.9,2.309,0.004087320018578922,-0.0019999999999997797,0.0,0.012078651685393238,0.012932246274951043,0.09299999999999997,0.14200000000000035,0.8090000000000002
2018-05-10,1.5,1073.1,2.276,-0.007216208714959871,-0.03300000000000036,0.0,-0.0027878449958181895,0.006282820705176162,0.0389999999999997,0.09099999999999975,0.7759999999999998
2018-05-11,1.5,1069.3,2.286,-0.003541142484390969,0.010000000000000231,0.0,-0.00650376289138721,0.0028134671293256197,0.040000000000000036,0.121,0.786
2018-05-14,1.5,1068.0,2.309,-0.0012157486205928159,0.02300000000000013,0.0,-0.008540660972892744,-0.0014025245441795509,0.02900000000000036,0.15300000000000002,0.8090000000000002
2018-05-15,1.5,1073.8,2.312,0.005430711610486805,0.0029999999999996696,0.0,-0.0025081281932187727,0.004020570359981157,0.0009999999999998899,0.15700000000000003,0.8119999999999998
2018-05-16,1.5,1077.6,2.285,0.003538834047308592,-0.02699999999999969,0.0,-0.0030530113794061675,0.003351955307262511,-0.02400000000000002,0.1160000000000001,0.7850000000000001
2018-05-17,1.5,1081.2,2.262,0.0033407572383075124,-0.02300000000000013,0.0,0.007548224769359901,0.013308341143392743,-0.01399999999999979,0.08400000000000007,0.762
2018-05-18,1.5,1077.6,2.231,-0.0033296337402887177,-0.03100000000000014,0.0,0.007762087346862456,0.008327874988303341,-0.05500000000000016,0.0349999999999997,0.7309999999999999
2018-05-21,1.5,1085.4,2.251,0.007238307349666018,0.020000000000000018,0.0,0.01629213483146086,0.022515308525671296,-0.058000000000000274,0.05600000000000005,0.7509999999999999
2018-05-23,1.5,1080.7,2.235,-0.004330200847613819,-0.016000000000000014,0.0,0.0064257776122182975,0.012555045441769108,-0.07699999999999996,0.0349999999999997,0.7349999999999999
2018-05-24,1.5,1079.6,2.191,-0.0010178587952254237,-0.04400000000000004,0.0,0.0018559762435039762,0.009915809167446055,-0.0940000000000003,-0.04400000000000004,0.6909999999999998
2018-05-25,1.5,1078.0,2.198,-0.0014820303816227565,0.007000000000000117,0.0,-0.002959674435812132,0.0011144130757800852,-0.06400000000000006,-0.028999999999999915,0.698
2018-05-28,1.5,1074.2,2.208,-0.003525046382189201,0.010000000000000231,0.0,-0.0031551596139568483,-0.005922635572829793,-0.022999999999999687,-0.03799999999999981,0.7080000000000002
